"source_section","source_section_name","field_id","field_name","destination","destination_field_name","destination_format","frequency","transformation","quirks_notes","spec_source"
"A","Personal Identity","A-mother_name","Mother's Name","cdsl-bo","MOTHER_NAME","CHAR(70)","one-time","uppercase","Optional position in line 01; blank-pad with spaces if absent","CDSL/OPS/DP/POLCY/2024/208"
"A","Personal Identity","A-mother_name","Mother Name","ckyc","MOTHER_NAME","VARCHAR(70)","one-time","formatted","Mandatory after PMLA Maintenance of Records 2nd Amendment Rules 2023","SEBI/HO/MIRSD/SEC-FATF/P/CIR/2023/0170"
"A","Personal Identity","A-mother_name","Mother Name","kra","MOTHER_NAME","VARCHAR(70)","on-modify","formatted","Optional","[industry typical]"
"A","Personal Identity","A-mother_name","Mother's Name","nsdl-bo","MthrNm","VARCHAR(70) UDiFF","one-time","uppercase","Optional element; included for transmission-to-legal-heir scenarios under TLH framework","NSDL/POLICY/2025/0126"
"A","Personal Identity","A-mother_prefix","Mother Prefix","ckyc","MOTHER_PREFIX","VARCHAR(5)","one-time","[direct]","CKYC T1 mother-section","CKYC/2020/04"
"A","Personal Identity","A-mother_prefix","Mother Prefix","kra","MOTHER_PREFIX","VARCHAR(5)","on-modify","[direct]","Optional in KRA","[industry typical]"
"A","Personal Identity","A-nationality","Nationality","aml-fiu","NATIONALITY","CHAR(2)","on-event","[direct]","ISO-3166 alpha-2; STR risk-classification uses nationality + residential status","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"A","Personal Identity","A-nationality","Nationality","back-office","nationality_code","CHAR(2)","on-modify","[direct]","ISO code; if non-IN flags FATCA reporting workflow","[industry typical]"
"A","Personal Identity","A-nationality","Nationality","bse-ucc","NATIONALITY","CHAR(2)","one-time","lookup against R","ISO code; required field","BSE/20240223-42"
"A","Personal Identity","A-nationality","Nationality","cdsl-bo","NATIONALITY","CHAR(2)","one-time","lookup against R","ISO 3166-1 alpha-2 country code mapped from CDSL nationality code table; IN for Indian; line 02 position","CDSL/OPS/DP/SYSTM/2023/119"
"A","Personal Identity","A-nationality","Nationality","ckyc","NATIONALITY","CHAR(3)","one-time","lookup against R","CERSAI uses ISO 3166 alpha-3 codes in master country list","CKYC/2025/16"
"A","Personal Identity","A-nationality","Nationality","fatca-crs","NATIONALITY_ISO","CHAR(2)","on-event","[direct]","ISO-3166 alpha-2; not the same as tax residence in FATCA/CRS; separate field on KRA template","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"A","Personal Identity","A-nationality","Nationality","kra","NATIONALITY","CHAR(2)","on-modify","lookup against R","ISO 3166-1 alpha-2; IN=Indian default","[industry typical]"
"A","Personal Identity","A-nationality","Nationality","mcx-ucc","NATIONALITY","CHAR(2)","one-time","lookup against R","ISO code; required for Foreign category clients","MCX/TECH/394/2023"
"A","Personal Identity","A-nationality","Nationality","nsdl-bo","Ctry","CHAR(2) UDiFF","one-time","lookup against R","ISO 3166-1 alpha-2 element; default IN; UDiFF V2.0.0.0 catalogue","NSDL/POLICY/2025/0042"
"A","Personal Identity","A-nationality","Nationality","nse-ucc","NATIONALITY","CHAR(2)","one-time","lookup against R","ISO country code; default IN","NSE/ISC/61817"
"A","Personal Identity","A-pan_aadhaar_seeding_status","PAN-Aadhaar Linkage Status","cdsl-bo","PAN_AADHAAR_LINK","CHAR(1)","on-event","[direct]","Y/N; freeze reason code 39 if N (CDSL POLCY/2023/643); resolved per SEBI May 14, 2024 simplification","CDSL/OPS/DP/POLCY/2023/643"
"A","Personal Identity","A-pan_aadhaar_seeding_status","PAN-Aadhaar Linkage Status","nsdl-bo","PANAdhaarLnkSts","CHAR(1) UDiFF","on-event","[direct]","Reason code 39 historical; resolved per NSDL/POLICY/2024/0074","NSDL/POLICY/2024/0071"
"A","Personal Identity","A-pan_exempt","PAN Exempt Flag","back-office","pan_exempt_flag","CHAR(1)","one-time","[direct]","Y/N; sets PAN-exempt code in income/charges module","[industry typical]"
"A","Personal Identity","A-pan_exempt","PAN Exempt Flag","cdsl-bo","PAN_EXEMPT_FLAG","CHAR(1)","one-time","[direct]","Y/N flag for specific govt categories; if Y, PAN field may be blank-padded","CDSL/OPS/DP/POLCY/2024/208"
"A","Personal Identity","A-pan_exempt","PAN Exempt Flag","ckyc","PAN_EXEMPTED","CHAR(1)","one-time","[direct]","CKYC accepts Form 60 in lieu of PAN for exempt categories","CKYC/2025/16"
"A","Personal Identity","A-pan_exempt","PAN Exempt Flag","kra","PAN_EXEMPT","CHAR(1)","on-modify","[direct]","Y/N flag for specific govt categories; rare in broking","[industry typical]"
"A","Personal Identity","A-pan_exempt","PAN Exempt Flag","nsdl-bo","PANExmptFlg","CHAR(1) UDiFF","one-time","[direct]","Y/N ISO-tagged element; rare exemption category","NSDL/POLICY/2025/0056"
"A","Personal Identity","A-pan_exempt_category","PAN Exempt Category","back-office","pan_exempt_cat","VARCHAR(2)","one-time","[direct]","lookup against govt-category code table; rare","[industry typical]"
"A","Personal Identity","A-pan_exempt_category","PAN Exempt Category","ckyc","PAN_EXEMPT_CATEGORY","CHAR(2)","one-time","lookup against R","CERSAI publishes exempt category codes; align with PML Rules Rule 9","CKYC/2025/16"
"A","Personal Identity","A-pan_exempt_category","PAN Exempt Category","kra","PAN_EXEMPT_CATG","CHAR(2)","on-modify","lookup against R","Required if pan_exempt=Y; code table maintained by intermediary","[industry typical]"
"A","Personal Identity","A-pan_number","PAN Number","aml-fiu","CUSTOMER_PAN","CHAR(10)","on-event","uppercase","primary client identifier in all FIU reports; STR/CTR rejected by FINnet if PAN missing/invalid format","FIU-IND-REPORTING-FORMAT-V114"
"A","Personal Identity","A-pan_number","PAN (UAPA Screening)","aml-fiu","UAPA_SCREEN_KEY","CHAR(10)","on-event","uppercase","PAN re-screened on every UNSC list refresh; positive match -> freeze + MHA report via FIU-IND","FIU-IND-UAPA-UNSC-UPDATE-21022025"
"A","Personal Identity","A-pan_number","PAN Number","back-office","pan_no","CHAR(10)","on-modify","uppercase","primary key in client master; drives ledger, contract notes, statements","SEBI/HO/MIRSD/POD-1/P/CIR/2025/94"
"A","Personal Identity","A-pan_number","PAN Number","bse-ucc","PAN","CHAR(10)","one-time","uppercase","Validated against Protean eGov; PAN+Name+DOB must all match; mandatory field in revised UCC","BSE/20240223-42"
"A","Personal Identity","A-pan_number","PAN Number","cdsl-bo","FIRST_HOLDER_PAN","CHAR(10)","one-time","uppercase","Line 01 of BO opening fixed-length record; 4th char must be 'P' for Individual; right-padded with spaces; PAN-flag finalization 5-7 days post-opening before trading enabled","CDSL/OPS/DP/SYSTM/2023/119"
"A","Personal Identity","A-pan_number","PAN Number","ckyc","PAN","CHAR(10)","one-time","uppercase","Format \[A-Z\]{5}\[0-9\]{4}\[A-Z\] validated by CKYCRR; mandatory at upload","CKYC/2025/16"
"A","Personal Identity","A-pan_number","PAN Number","contract-notes","ClientPAN","CHAR(10)","on-trade","uppercase","printed verbatim on ECN; 4th char identifies entity type; mandatory header field per revised Annexure A/B","NSE/INSP/61999"
"A","Personal Identity","A-pan_number","PAN Number for Tax Invoice","contract-notes","GSTIN_Customer","VARCHAR(15)","on-trade","derived from Y","GSTIN derived from PAN + state-code for B2B customers (15 char); blank for B2C","NSE/INSP/61999"
"A","Personal Identity","A-pan_number","PAN Number","fatca-crs","INDIA_TIN_PAN","CHAR(10)","on-event","uppercase","PAN serves as India TIN for FATCA/CRS; uploaded as primary tax-identifier with country=IN","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"A","Personal Identity","A-pan_number","PAN Number","kra","PAN_NO","CHAR(10)","on-modify","uppercase","Validated 3-param (PAN+Name+DOB) against Protean; alphanumeric, 4th char P=Individual; rejection if mismatch","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/41"
"A","Personal Identity","A-pan_number","PAN Number","mcx-ucc","PAN","CHAR(10)","one-time","uppercase","Mandatory in UCC database; also required on ERROR account (must match member's PAN per IT records)","MCX/S&I/644/2024"
"A","Personal Identity","A-pan_number","PAN Number","nsdl-bo","FirstHldrPANNb","CHAR(10) UDiFF","one-time","uppercase","ISO-tagged XML element FirstHldrPANNb; conditionally required per V2.0.0.0; pattern \[A-Z\]{5}\[0-9\]{4}\[A-Z\]; PAN/Aadhaar linkage validated post-opening","NSDL/POLICY/2025/0042"
"A","Personal Identity","A-pan_number","PAN Number","nse-ucc","PAN","CHAR(10)","one-time","uppercase","3-param check (PAN+Name+DOB) against Protean; rejection: A=approved, X=mismatch; mandatory per NSE/ISC/47869","NSE/ISC/47869"
"A","Personal Identity","A-pan_number","PAN Number","regulatory-reports","ClientPAN","CHAR(10)","daily","uppercase","primary client key in MG-12 / SA01-06 / AMGTM client-margin files","NCL/CMPL/44977"
"A","Personal Identity","A-pan_number","PAN Number","regulatory-reports","TM_PAN","CHAR(10)","daily","uppercase","trading member PAN included in CFR header; not client PAN","NSE/INSP/55039"
"A","Personal Identity","A-pan_number","PAN Number","rms","client_pan","CHAR(10)","on-modify","uppercase","PAN is the primary client key for margin envelope keyed by UCC->PAN","[industry typical]"
"A","Personal Identity","A-pan_verify_status","PAN Flag Status","cdsl-bo","PAN_FLAG_STATUS","CHAR(1)","on-event","[direct]","Final gate before trading: PAN flag finalization 5-7 days after BO opening once Income Tax Department validates; values P=Pending, V=Valid, X=Invalid; account remains in suspended state until V","CDSL/OPS/DP/POLCY/2026/234"
"A","Personal Identity","A-pan_verify_status","PAN Flag Status","nsdl-bo","PANFlgSts","CHAR(1) UDiFF","on-event","[direct]","PAN-flag finalization is the final gate 5-7 days post-opening; until then account is restricted; updated via Client Maintenance API","NSDL/POLICY/2024/0071"
"A","Personal Identity","A-photograph","Customer Photograph","ckyc","PHOTOGRAPH","BLOB","one-time","[direct]","CKYC: 200x230 pixels, max 100kb, passport size colour","CERSAI/2023-24"
"A","Personal Identity","A-photograph","Customer Photograph","kra","PHOTO","BLOB","on-modify","[direct]","Passport-size, recent, colour, max 1MB","[industry typical]"
"A","Personal Identity","A-place_of_birth","Place of Birth","back-office","place_of_birth","VARCHAR(50)","one-time","[direct]","FATCA self-cert audit trail","[industry typical]"
"A","Personal Identity","A-place_of_birth","Place of Birth","cdsl-bo","PLACE_OF_BIRTH","CHAR(50)","one-time","[direct]","Optional; right-padded with spaces","CDSL/OPS/DP/POLCY/2024/208"
"A","Personal Identity","A-place_of_birth","Place of Birth","ckyc","PLACE_OF_BIRTH","VARCHAR(50)","one-time","formatted","CKYC T1 mandatory after revised template 2.0","CKYC/2020/04"
"A","Personal Identity","A-place_of_birth","Place of Birth (Section A)","fatca-crs","POB_ALT","VARCHAR(50)","on-event","[direct]","same as J06; FATCA template uses Section J entry; Section A entry used for KRA","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"A","Personal Identity","A-place_of_birth","Place of Birth","kra","PLACE_OF_BIRTH","VARCHAR(50)","on-modify","formatted","Optional in KRA; required for FATCA cross-check","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"A","Personal Identity","A-place_of_birth","Place of Birth","nsdl-bo","BirthPlc","VARCHAR(50) UDiFF","one-time","[direct]","Optional ISO-tagged element","NSDL/POLICY/2025/0056"
"A","Personal Identity","A-prefix","Salutation","back-office","salutation","VARCHAR(5)","on-modify","[direct]","appears on contract-note header and welcome kit","[industry typical]"
"A","Personal Identity","A-prefix","Name Prefix / Salutation","bse-ucc","SALUTATION","VARCHAR(5)","one-time","[direct]","Optional in BEFS UCC submission","BSE/20240223-42"
"A","Personal Identity","A-prefix","Name Prefix","cdsl-bo","FIRST_HOLDER_PREFIX","CHAR(5)","one-time","[direct]","Salutation Mr/Mrs/Ms/Dr; right-padded; line 01","CDSL/OPS/DP/POLCY/2024/208"
"A","Personal Identity","A-prefix","Name Prefix","ckyc","PREFIX","VARCHAR(5)","one-time","[direct]","CKYC T1 Individual template field; salutation only","CKYC/2020/04"
"A","Personal Identity","A-prefix","Name Prefix","kra","PREFIX","VARCHAR(5)","on-modify","[direct]","Mr/Mrs/Ms/Dr; KRA template accepts as separate token","[industry typical]"
"A","Personal Identity","A-prefix","Name Prefix / Salutation","mcx-ucc","SALUTATION","VARCHAR(5)","one-time","[direct]","Captured in pipe-delimited 2-row record (header line)","MCX/TECH/394/2023"
"A","Personal Identity","A-prefix","Name Prefix","nsdl-bo","Prfx","VARCHAR(5) UDiFF","one-time","[direct]","Optional prefix element","NSDL/POLICY/2025/0056"
"A","Personal Identity","A-prefix","Name Prefix / Salutation","nse-ucc","SALUTATION","VARCHAR(5)","one-time","[direct]","Mr/Mrs/Ms/Dr; optional but commonly populated","NSE/ISC/61817"
"A","Personal Identity","A-residential_status","Residential Status","aml-fiu","RES_STATUS","CHAR(2)","on-event","lookup against R","RI/NRI/FN/PIO; NRI cross-border txns trigger CBWTR; FN flagged for EDD","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/78"
"A","Personal Identity","A-residential_status","Residential Status","back-office","resi_status","VARCHAR(3)","on-modify","[direct]","RI/NRI/FN/PIO; NRI flag activates PIS-route ledger flags","[industry typical]"
"A","Personal Identity","A-residential_status","Residential Status","back-office","tds_on_payout_rate","NUMBER(5,2)","on-event","lookup against R","TDS on NRI fund-payout per IT Act sec 195; resident no TDS at broker level","Income Tax Act sec 195"
"A","Personal Identity","A-residential_status","Residential Status","bse-ucc","RES_STATUS","CHAR(2)","one-time","[direct]","RI/NRI/FN/PIO determines UCC category (e.g., FDI/DR split per BSE Jan 2025)","BSE/20250110-47"
"A","Personal Identity","A-residential_status","Residential Status","cdsl-bo","RES_STATUS","CHAR(2)","one-time","lookup against R","Code table RI/NR/FN/PI; affects BO sub-status code in line 02; NRI sub-type triggers separate flow","CDSL/OPS/DP/SYSTM/2023/119"
"A","Personal Identity","A-residential_status","NRI Sub-Status Code","cdsl-bo","BO_SUB_STATUS","CHAR(2)","one-time","lookup against R","2-char BO sub-status code; e.g. NRI Repatriable=22, NRI Non-Repatriable=23; line 02","CDSL/OPS/DP/SYSTM/2023/119"
"A","Personal Identity","A-residential_status","Residential Status","ckyc","RESIDENTIAL_STATUS","CHAR(2)","one-time","[direct]","New field added to CKYC template via CKYC/2025/03 Revised; effective 30-May-2025","CKYC/2025/03_Revised"
"A","Personal Identity","A-residential_status","Residential Status","fatca-crs","RES_STATUS_CODE","CHAR(2)","on-event","lookup against R","RI/NRI/FN/PIO drives whether self-certification mandatory and which template variant","SEBI/HO/MIRSD/SECFATF/P/CIR/2024/12"
"A","Personal Identity","A-residential_status","Residential Status","kra","RESI_STATUS","CHAR(2)","on-modify","[direct]","RI/NRI/FN/PIO; KRA accepts via 2024 master KYC circular","SEBI/HO/MIRSD/SECFATF/P/CIR/2023/169"
"A","Personal Identity","A-residential_status","Residential Status","mcx-ucc","RES_STATUS","CHAR(2)","one-time","[direct]","Drives client category (Foreign category in HE/SP/AR/Farmer/VCP/DFI/Foreign/Other)","MCX/TECH/394/2023"
"A","Personal Identity","A-residential_status","Residential Status","nsdl-bo","ResdtlSts","CHAR(2) UDiFF","one-time","lookup against R","Maps to BO client-type code in BO Upload; NRI triggers PIS account validation","NSDL/POLICY/2025/0056"
"A","Personal Identity","A-residential_status","NRI Sub-Status Code","nsdl-bo","BOSubSts","CHAR(2) UDiFF","one-time","lookup against R","Sub-status code element; NRI/PIO/OCI codes differ","NSDL/POLICY/2025/0056"
"A","Personal Identity","A-residential_status","Residential Status","nse-ucc","RES_STATUS","CHAR(2)","one-time","[direct]","RI=Resident Indian, NRI, FN=Foreign National, PIO; drives client_type","NSE/ISC/61817"
"A","Personal Identity","A-residential_status","Residential Status","regulatory-reports","ClientCategory","CHAR(2)","daily","lookup against R","drives NRI flag in MG-12 client-category column; restricts intraday route","NSE/ISC/61817"
"A","Personal Identity","A-residential_status","Residential Status","rms","resi_category","VARCHAR(3)","on-modify","[direct]","NRI flag triggers PIS-route segment block in pre-trade pipeline","[industry typical]"
"A","Personal Identity","A-signature","Customer Signature","ckyc","SIGNATURE","BLOB","one-time","[direct]","CKYC signature image stored with photograph and OVDs","CERSAI/2023-24"
